ORF	iniProb	mRNAabundance	mRNADecRateNeymotin_min	mRNADecRateNeymotin_sec	mRNASynRateTotal_sec	mRNAhalfLife_min	CAI	geneLength_codon	iniProb_log10	mRNAabundance_log10	mRNADecRateNeymotin_sec_log10	geneLength_codon_log10
YAL017W	4.8267125305989e-4	7	0.0415496365	6.924939416666667e-4	0.0048474575916666665	16.68238855856044	0.126	1356	-3.3163485661268934	0.8450980400142568	-3.159584021703579	3.1322596895310446
YAL019W	6.5950416624216e-4	10	0.06068379633333334	0.0010113966055555557	0.010113966055555557	11.422277814534201	0.163	1131	-3.180782456569071	1	-2.995078508278089	3.053462604925455
YAL020C	5.5554065182969e-4	1	0.08067990987500001	0.0013446651645833336	0.0013446651645833336	8.591323188559093	0.059	333	-3.2552841559502093	0	-2.871385845979406	2.5224442335063197
YAL021C	7.9059719131921e-4	3	0.0426612484	7.110208066666667e-4	0.00213306242	16.247700349995977	0.137	837	-3.102044732867745	0.47712125471966244	-3.148117690285276	2.92272545799326
YAL022C	6.8013323437318e-4	5	0.060768217875	0.00101280363125	0.00506401815625	11.406409547598491	0.119	517	-3.167406003050846	0.6989700043360189	-2.9944747502285662	2.7134905430939424
YAL023C	0.00102511293160897	14	0.042354058875	7.059009812500001e-4	0.0098826137375	16.365543208164254	0.24	759	-2.989228287902905	1.146128035678238	-3.1512562144052594	2.88024177589548
YAL024C	3.6329722536357e-4	2	0.06543982250000001	0.0010906637083333336	0.002181327416666667	10.59213112260421	0.123	1435	-3.4397379189935813	0.3010299956639812	-2.9623091377059376	3.156851901070011
YAL025C	0.00338252547831417	4	0.124598481	0.00207664135	0.0083065654	5.563046796372625	0.219	306	-2.470758923466606	0.6020599913279624	-2.6826385025816744	2.48572142648158
YAL026C	5.0303078609623e-4	6	0.05447975785714286	9.079959642857143e-4	0.005447975785714286	12.723022418299285	0.188	1355	-3.2984054347799248	0.7781512503836436	-3.0419160817568223	3.1319392952104246
YAL027W	8.6399747808298e-4	1	0.07756515612499999	0.0012927526020833332	0.0012927526020833332	8.93632160609469	0.112	261	-3.0634875251787967	0	-2.8884845793967004	2.416640507338281
YAL028W	3.4329180197348e-4	3	0.030577320400000003	5.096220066666667e-4	0.0015288660200000002	22.66866983412795	0.113	528	-3.4643365676787985	0.47712125471966244	-3.2927518264192903	2.722633922533812
YAL029C	3.4237607561261e-4	3	0.044974841625	7.4958069375e-4	0.00224874208125	15.41188707987908	0.15	1471	-3.4654965903513086	0.47712125471966244	-3.125181607693674	3.16761267272753
YAL030W	0.00130070703405774	6	0.044879753375000005	7.479958895833334e-4	0.0044879753375	15.444540765815766	0.132	117	-2.8858205111400355	0.7781512503836436	-3.126100788681236	2.0681858617461617
YAL031C	5.3165109447e-4	3	0.06530549271428572	0.0010884248785714287	0.003265274635714286	10.613918550350633	0.123	760	-3.2743732877367315	0.47712125471966244	-2.9632015399327014	2.8808135922807914
YAL032C	9.9091116946303e-4	3	0.056391151	9.398525166666667e-4	0.0028195575500000003	12.29177217113276	0.139	379	-3.003965276232358	0.47712125471966244	-3.026940291318483	2.578639209968072
YAL033W	9.3761098797712e-4	4	0.09535224142857143	0.0015892040238095239	0.0063568160952380956	7.2693328460368	0.093	173	-3.027977311746347	0.6020599913279624	-2.7988203439967023	2.2380461031287955
YAL034C	1.7322776441746e-4	2	0.06505312014285715	0.0010842186690476192	0.0021684373380952385	10.655095082876713	0.125	413	-3.7613824993455767	0.3010299956639812	-2.9648831189198788	2.615950051656401
YAL034W-A	0.0012973484680998	1	0.09134155483333334	0.0015223592472222223	0.0015223592472222223	7.588519615466351	0.109	289	-2.8869433566481004	0	-2.8174828504064022	2.4608978427565478
YAL035W	0.00197872262793049	24	0.03797143514285715	6.328572523809524e-4	0.015188574057142858	18.254437261909338	0.355	1002	-2.7036150797712644	1.380211241711606	-3.1986942386311252	3.000867721531227
YAL036C	0.00185535472611986	12	0.053965425875	8.994237645833334e-4	0.010793085175000001	12.84428259985348	0.239	369	-2.7315730451494615	1.0791812460476249	-3.0460356416835133	2.56702636615906
YAL038W	0.00438370345713572	673	0.018215894833333333	3.035982472222222e-4	0.20432162038055554	38.05177768657034	0.893	500	-2.3581588320979368	2.828015064223977	-3.517700740101703	2.6989700043360187
YAL039C	0.00238014679501555	2	0.06049063960000001	0.0010081773266666669	0.0020163546533333338	11.458751058733146	0.114	269	-2.623396257103475	0.3010299956639812	-2.996463073823357	2.429752280002408
YAL040C	4.2067508682967e-4	2	0.05560491966666666	9.267486611111111e-4	0.0018534973222222222	12.465572915402744	0.205	580	-3.376053206957985	0.3010299956639812	-3.033038032730259	2.7634279935629373
YAL041W	5.7807760624286e-4	4	0.04109141825	6.848569708333333e-4	0.002739427883333333	16.86841705834637	0.128	854	-3.2380138541390293	0.6020599913279624	-3.1644001194036067	2.931457870689005
YAL042W	7.3920604509177e-4	16	0.044007764500000005	7.334627416666667e-4	0.011735403866666667	15.750565574853166	0.118	415	-3.1312344901926257	1.2041199826559248	-3.1346219424881108	2.6180480967120925
YAL043C	6.0765987349158e-4	3	0.056216678000000006	9.369446333333335e-4	0.0028108339000000003	12.32992067869868	0.13	785	-3.216339441119451	0.47712125471966244	-3.028286072023915	2.8948696567452523
YAL044C	0.00204814780537094	26	0.02314522514285714	3.8575375238095237e-4	0.010029597561904762	29.94773981595326	0.162	170	-2.688638705537636	1.414973347970818	-3.4136898406882348	2.230448921378274
YAL044W-A	0.00151663485025471	15	0.02825727325	4.7095455416666665e-4	0.0070643183125	24.52986791851706	0.138	110	-2.819118968724362	1.1760912590556813	-3.3270209990853052	2.041392685158225
YAL046C	0.00117552638233747	7	0.04445593014285714	7.40932169047619e-4	0.005186525183333333	15.591782206165698	0.113	118	-2.9297676195590254	0.8450980400142568	-3.130221549047285	2.0718820073061255
YAL047C	6.6559800478614e-4	2	0.08999525716666666	0.0014999209527777778	0.0029998419055555555	7.702041222864354	0.143	622	-3.1767879885677957	0.3010299956639812	-2.8239316280623257	2.7937903846908188
YAL048C	6.4453588049211e-4	4	0.060397987428571435	0.0010066331238095239	0.0040265324952380955	11.476329097549533	0.144	662	-3.190752901016569	0.6020599913279624	-2.997128783008011	2.8208579894397
YAL049C	0.00195323301533089	6	0.049777185375	8.2961975625e-4	0.0049777185375	13.924997473000357	0.172	246	-2.7092459434833254	0.7781512503836436	-3.0811209143719127	2.3909351071033793
YAL051W	6.4607867538445e-4	3	0.0645845965	0.0010764099416666665	0.0032292298249999994	10.73239159371299	0.143	1047	-3.189714593142927	0.47712125471966244	-2.9680222997683394	3.0199466816788423
YAL053W	9.7185619121839e-4	8	0.060138557375	0.0010023092895833333	0.008018474316666666	11.525836515128832	0.166	783	-3.0123979943133734	0.9030899869919435	-2.998998244503939	2.8937617620579434
YAL055W	0.0011183195593104	2	0.052876074	8.812679e-4	0.0017625358	13.108900266686693	0.087	180	-2.951434079262931	0.3010299956639812	-3.0548920486759767	2.255272505103306
YAL056W	2.6639337405822e-4	1	0.0655587195	0.001092645325	0.001092645325	10.572921281050117	0.113	880	-3.574476581475232	0	-2.961520788089134	2.9444826721501687
YAL058W	6.4363365478538e-4	3	0.041942946625	6.990491104166667e-4	0.0020971473312500002	16.525953380366378	0.109	502	-3.191361255273062	0.47712125471966244	-3.1554923126180503	2.7007037171450192
YAL059W	0.00154948475892156	11	0.0781262915	0.0013021048583333333	0.014323153441666667	8.872137244092091	0.174	212	-2.8098126912212895	1.041392685158225	-2.8853540406819143	2.3263358609287517
YAL060W	0.00135662207193152	10	0.0476269168	7.937819466666667e-4	0.007937819466666668	14.553685754437609	0.224	382	-2.867541121341404	1	-3.1002987826677133	2.582063362911709
YAL061W	0.00171553073039106	2	0.05500048525	9.166747541666666e-4	0.0018333495083333333	12.60256482118847	0.144	417	-2.765601497998522	0.3010299956639812	-3.0377847292445326	2.6201360549737576
YAR002C-A	0.00193993252404468	16	0.031804810249999996	5.300801708333333e-4	0.008481282733333333	21.793784497109062	0.325	219	-2.7122133757113684	1.2041199826559248	-3.2756584414984076	2.3404441148401185
YAR002W	0.00143643536244143	7	0.061910826875000005	0.0010318471145833335	0.007222929802083335	11.195896025737667	0.143	539	-2.842713911869455	0.8450980400142568	-2.9863846459370187	2.7315887651867388
YAR003W	5.0269147209682e-4	2	0.08646902133333334	0.0014411503555555557	0.0028823007111111114	8.016133059814576	0.129	426	-3.2986984822927288	0.3010299956639812	-2.8412907067767987	2.629409599102719
YAR007C	0.00182184915835782	4	0.044202886749999996	7.367147791666666e-4	0.0029468591166666664	15.68103876292526	0.206	621	-2.739487583677363	0.6020599913279624	-3.132700617716516	2.79309160017658
YAR008W	0.00102934095868374	6	0.08593878249999999	0.0014323130416666666	0.008593878249999999	8.065592278549506	0.121	275	-2.987440745793654	0.7781512503836436	-2.843962053668726	2.439332693830263
YAR014C	7.0464840132591e-4	3	0.062056687124999996	0.0010342781187499999	0.0031028343562499996	11.169580792538083	0.12	709	-3.152027529041789	0.47712125471966244	-2.9853626631789223	2.8506462351830666
YAR015W	0.00203747214095106	16	0.070232706625	0.0011705451104166667	0.018728721766666668	9.869293294660139	0.23	306	-2.6909083208034175	1.2041199826559248	-2.931611844822951	2.48572142648158
YAR018C	6.0562441061788e-4	2	0.07362929428571428	0.0012271549047619048	0.0024543098095238095	9.41401363797169	0.138	435	-3.2177966282520565	0.3010299956639812	-2.9111006124668886	2.6384892569546374
YAR019C	3.7663067730693e-4	3	0.051317651625	8.5529419375e-4	0.00256588258125	13.506993375789442	0.138	974	-3.424084308741784	0.47712125471966244	-3.067884476212307	2.9885589568786157
YAR027W	0.00115915148036112	5	0.0346074595	5.767909916666666e-4	0.002883954958333333	20.028837440666376	0.128	235	-2.935859805808478	0.6989700043360189	-3.2389815310556327	2.3710678622717363
YAR028W	0.00107718234059774	5	0.050108905	8.351484166666667e-4	0.004175742083333334	13.832814358245212	0.122	234	-2.967710775056128	0.6989700043360189	-3.0782363379156354	2.369215857410143
YAR035W	2.2739080455667e-4	1	0.0409031096	6.817184933333334e-4	6.817184933333334e-4	16.946075428943555	0.093	687	-3.6432271017021223	0	-3.166394924508688	2.8369567370595505
YAR042W	5.6709540246835e-4	4	0.0738374	0.0012306233333333333	0.004922493333333333	9.387480877711639	0.176	1188	-3.2463438735934225	0.6020599913279624	-2.909874854694243	3.074816440645175
YBL001C	0.00227751862613741	25	0.026157586666666666	4.3595977777777776e-4	0.010898994444444443	26.49889645374823	0.243	104	-2.6425380625676453	1.3979400086720377	-3.3605535774629733	2.0170333392987803
YBL002W	0.00446361038668157	61	0.10995314899999999	0.001832552483333333	0.11178570148333332	6.304023003106035	0.563	131	-2.350313720499421	1.7853298350107671	-2.73694357854459	2.1172712956557644
YBL004W	3.4683932219672e-4	15	0.056644564	9.440760666666667e-4	0.014161141	12.236781989529398	0.146	2493	-3.4598716711584663	1.1760912590556813	-3.0249930120550212	3.3967222785037734
YBL005W	3.5491187065294e-4	2	0.06931171628571428	0.0011551952714285714	0.0023103905428571428	10.000433082664967	0.148	976	-3.449879474665221	0.3010299956639812	-2.9373445974723946	2.9894498176666917
YBL006C	7.1977312901802e-4	9	0.06745333614285713	0.0011242222690476188	0.01011800042142857	10.275951052916826	0.057	180	-3.142804370710377	0.9542425094393249	-2.949147816277816	2.255272505103306
YBL007C	9.9581911586107e-4	15	0.030223466166666667	5.037244361111111e-4	0.007555866541666666	22.934073039061758	0.189	1244	-3.001819541212501	1.1760912590556813	-3.2978069806276955	3.0948203803548
YBL008W	5.8347729463596e-4	2	0.06653063799999999	0.0011088439666666664	0.002217687933333333	10.41846585869123	0.128	840	-3.2339760393721173	0.3010299956639812	-2.9551295622216633	2.9242792860618816
YBL009W	9.2453515770317e-4	1	0.07846346916666667	0.0013077244861111113	0.0013077244861111113	8.834011393093135	0.141	676	-3.0340765690844047	0	-2.883483744364374	2.829946695941636
YBL010C	0.00115746144363602	4	0.057622203428571425	9.603700571428571e-4	0.0038414802285714283	12.029168260099107	0.122	280	-2.9364934669147695	0.6020599913279624	-3.017561389036033	2.4471580313422194
YBL011W	4.8415859034878e-4	5	0.057164303	9.527383833333333e-4	0.004763691916666667	12.12552491998276	0.166	759	-3.315012358124516	0.6989700043360189	-3.021026337843109	2.88024177589548
YBL013W	7.1897087440865e-4	1	0.048823704499999995	8.137284083333333e-4	8.137284083333333e-4	14.196939532925965	0.076	401	-3.143288702579301	0	-3.089520521945835	2.603144372620182
YBL014C	1.7390755164069e-4	3	0.0666295738	0.0011104928966666665	0.0033314786899999995	10.402995862476091	0.12	894	-3.7596815590859958	0.47712125471966244	-2.9544842150968997	2.951337518795918
YBL015W	0.00156149139012037	1	0.049185037	8.197506166666667e-4	8.197506166666667e-4	14.092643267909818	0.217	526	-2.8064604060758076	0	-3.0863182479555418	2.7209857441537393
YBL016W	0.001059279543249	4	0.08382041349999998	0.0013970068916666664	0.005588027566666666	8.269431652946277	0.11	353	-2.97498941470852	0.6020599913279624	-2.854801451433834	2.5477747053878224
YBL017C	8.0162730512429e-4	11	0.048130424799999995	8.021737466666665e-4	0.008823911213333332	14.401434922717437	0.163	1579	-3.096027498234761	1.041392685158225	-3.0957315555984155	3.1983821300082944
YBL018C	0.00135787829080271	10	0.06045855475	0.0010076425791666667	0.010076425791666666	11.46483212220592	0.175	133	-2.8671391549462197	1	-2.9966934891429373	2.123851640967086
YBL019W	6.6149265825204e-4	1	0.049619789	8.269964833333333e-4	8.269964833333333e-4	13.96916823971068	0.122	520	-3.1794749715797614	0	-3.082496337209455	2.716003343634799
YBL020W	4.8937462970971e-4	3	0.05904893025	9.841488375e-4	0.0029524465125	11.738522232753663	0.139	574	-3.310358549211193	0.47712125471966244	-3.0069392161856814	2.7589118923979736
YBL021C	0.00145631453831535	3	0.0784761052	0.0013079350866666666	0.00392380526	8.832588961868426	0.091	144	-2.836744814925592	0.47712125471966244	-2.8834138096830317	2.1583624920952498
YBL022C	7.7484485854047e-4	9	0.043430189625000004	7.2383649375e-4	0.006514528443750001	15.96003117980734	0.186	1133	-3.110785244364071	0.9542425094393249	-3.1403595247996474	3.0542299098633974
YBL023C	0.0012259371894774401	4	0.0624797285	0.0010413288083333332	0.004165315233333333	11.093953146098343	0.175	868	-2.9115317801945517	0.6020599913279624	-2.9824121166976267	2.938519725176492
YBL024W	0.00170596767853486	11	0.06983579871428572	0.0011639299785714287	0.012803229764285716	9.925384878832267	0.27	684	-2.7680292012851018	1.041392685158225	-2.9340731458328206	2.835056101720116
YBL025W	0.00148903615218587	2	0.071400621	0.00119001035	0.0023800207	9.707859271419297	0.099	145	-2.827094757919931	0.3010299956639812	-2.924449261356763	2.161368002234975
YBL026W	0.00188474182452576	13	0.08604309416666667	0.0014340515694444445	0.01864267040277778	8.055814208834814	0.169	95	-2.7247481318576394	1.1139433523068367	-2.84343523087013	1.9777236052888478
YBL028C	0.00345167170061687	12	0.0702955125	0.001171591875	0.0140591025	9.860475525517298	0.261	106	-2.461970518110606	1.0791812460476249	-2.931223648816063	2.0253058652647704
YBL029C-A	0.00139538861376009	2	0.05074739266666667	8.457898777777778e-4	0.0016915797555555555	13.658774256893748	0.125	94	-2.8553048251445614	0.3010299956639812	-3.0727375166962845	1.9731278535996986
YBL029W	0.0012224815001223	1	0.042582073	7.097012166666667e-4	7.097012166666667e-4	16.277910672877418	0.117	376	-2.9127577043561566	0	-3.148924450243613	2.575187844927661
YBL030C	0.00371775853567195	35	0.046303354625	7.717225770833333e-4	0.02701029019791667	14.969696821614365	0.538	318	-2.4297188205971114	1.5440680443502757	-3.112538794088155	2.5024271199844326
YBL031W	5.8029498234366e-4	3	0.08371002557142858	0.0013951670928571429	0.004185501278571428	8.280336504837077	0.131	338	-3.236351184648087	0.47712125471966244	-2.8553737757881557	2.5289167002776547
YBL032W	0.00142674138440215	10	0.07301098762500001	0.00121684979375	0.012168497937500002	9.493737903123526	0.191	381	-2.845654741325282	1	-2.91476302716972	2.5809249756756194
YBL033C	0.00139353304257377	3	0.06077960775	0.0010129934625	0.0030389803874999997	11.404272028391714	0.112	345	-2.8558827291126265	0.47712125471966244	-2.9943933574130037	2.537819095073274
YBL034C	5.4543433566106e-4	3	0.06311272683333334	0.0010518787805555558	0.003155636341666667	10.982684718890258	0.148	1513	-3.2632575262426387	0.47712125471966244	-2.978034305780312	3.179838928023187
YBL035C	9.1930694541663e-4	4	0.0702478634	0.0011707977233333332	0.004683190893333333	9.867163882452619	0.145	705	-3.036539458751211	0.6020599913279624	-2.931518130741775	2.848189116991399
YBL036C	0.00242036546368396	9	0.045108329625	7.5180549375e-4	0.0067662494437500005	15.366279051392501	0.236	257	-2.6161190526651144	0.9542425094393249	-3.123894505043339	2.4099331233312946
YBL037W	6.7111508148798e-4	5	0.05383258479999999	8.972097466666666e-4	0.004486048733333333	12.875978055579925	0.135	1025	-3.17320300148558	0.6989700043360189	-3.0471060171883138	3.010723865391773
YBL038W	0.00167322040999217	1	0.05059069314285714	8.43178219047619e-4	8.43178219047619e-4	13.701080920212894	0.154	232	-2.7764468465221306	0	-3.074080620667588	2.3654879848909
YBL039C	0.00177466075228257	17	0.04756924871428571	7.928208119047618e-4	0.01347795380238095	14.57132915264612	0.309	579	-2.7508846552810318	1.2304489213782739	-3.1008249579466427	2.762678563727436
YBL040C	0.00165035913744763	7	0.0525850795	8.764179916666666e-4	0.006134925941666667	13.181442096325922	0.182	219	-2.782421537943719	0.8450980400142568	-3.0572887155461212	2.3404441148401185
YBL041W	0.00191150747131409	17	0.066049436875	0.0011008239479166667	0.018714007114583334	10.49436926876063	0.166	241	-2.7186240001591355	1.2304489213782739	-2.9582821311298826	2.3820170425748683
YBL042C	9.1324075898609e-4	5	0.06959069675	0.0011598449458333332	0.005799224729166667	9.960342587889743	0.168	639	-3.039414713686704	0.6989700043360189	-2.9356000656609313	2.8055008581584002
YBL045C	0.00183394030977513	6	0.03212881075	5.354801791666667e-4	0.003212881075	21.574006767740237	0.293	457	-2.7366148036480844	0.7781512503836436	-3.271256599972846	2.6599162000698504
YBL046W	0.00135732638514195	1	0.05905299485714286	9.84216580952381e-4	9.84216580952381e-4	11.737714272354205	0.129	441	-2.867315708550759	0	-3.00690932274487	2.6444385894678386
YBL047C	0.00114591928561094	9	0.033269674500000006	5.544945750000001e-4	0.0049904511750000005	20.834203850114168	0.197	1381	-2.940845971415995	0.9542425094393249	-3.2561026984942436	3.1401936785786315
YBL050W	0.00186492347749462	11	0.03936007875	6.560013125e-4	0.0072160144374999995	17.610411426322294	0.159	292	-2.7293389836856643	1.041392685158225	-3.183095291705228	2.4653828514484184
YBL051C	0.00111169055241139	8	0.04739554266666666	7.89925711111111e-4	0.006319405688888888	14.624733499410622	0.187	668	-2.9540160851306445	0.9030899869919435	-3.1024137501925577	2.824776462475546
YBL052C	1.8903658137217e-4	2	0.07767646585714284	0.001294607764285714	0.002589215528571428	8.92351593125688	0.132	831	-3.72345414529352	0.3010299956639812	-2.8878617926708383	2.919601023784111
YBL054W	0.00107713551339044	4	0.05989869475	9.983115791666667e-4	0.003993246316666667	11.571991400696511	0.142	525	-2.9677296550906584	0.6020599913279624	-3.000733891584461	2.720159303405957
YBL055C	6.849504032425e-4	3	0.06879339250000001	0.0011465565416666668	0.0034396696250000003	10.075781341354043	0.125	418	-3.1643408743147523	0.47712125471966244	-2.940604523464922	2.621176281775035
YBL056W	8.3722763719655e-4	12	0.050634032375	8.439005395833333e-4	0.010126806475	13.689353741895127	0.177	468	-3.077156443873905	1.0791812460476249	-3.0737087354305896	2.670245853074124
YBL057C	0.00108004718368422	4	0.03631367828571429	6.052279714285714e-4	0.0024209118857142858	19.087771145249906	0.126	208	-2.9665572712111237	0.6020599913279624	-3.218081008678658	2.3180633349627615
YBL058W	0.0015844178502149	11	0.058878122750000005	9.813020458333333e-4	0.010794322504166667	11.772576097629493	0.144	423	-2.8001302734337616	1.041392685158225	-3.0081972957307137	2.6263403673750423
YBL059C-A	0.00170235960286386	7	0.0629025912	0.00104837652	0.0073386356400000005	11.019374040666632	0.227	109	-2.768948695107245	0.8450980400142568	-2.9794827143074913	2.037426497940624
YBL059W	8.3273807842644e-4	3	0.06808555766666667	0.0011347592944444445	0.0034042778833333334	10.180531735576814	0.089	193	-3.079491576001749	0.47712125471966244	-2.9450962514056434	2.285557309007774
YBL060W	7.3135991971655e-4	2	0.05051353957142857	8.418923261904761e-4	0.0016837846523809522	13.7220077318043	0.143	687	-3.135868843728477	0.3010299956639812	-3.0747434490365926	2.8369567370595505
YBL061C	7.0557380030092e-4	7	0.054603825375	9.100637562499999e-4	0.006370446293749999	12.694113934319667	0.113	696	-3.151457554004339	0.8450980400142568	-3.040928181285899	2.842609239610562
YBL063W	4.5011942673785e-4	1	0.0574291994	9.571533233333333e-4	9.571533233333333e-4	12.06959504575551	0.143	1111	-3.3466722429091504	0	-3.0190184884048583	3.0457140589408676
YBL064C	0.00163759482867193	11	0.083625663	0.00139376105	0.01533137155	8.288689807576716	0.206	261	-2.7857935417932738	1.041392685158225	-2.8558116764257004	2.416640507338281
YBL066C	3.6108889134819e-4	1	0.02883469766666667	4.8057829444444447e-4	4.8057829444444447e-4	24.03864915016028	0.142	1148	-3.442385872139199	0	-3.3182358482135164	3.059941888061955
YBL067C	4.0363803417131e-4	7	0.05765301549999999	9.608835916666664e-4	0.006726185141666665	12.022739392702633	0.145	747	-3.394007917627235	0.8450980400142568	-3.017329222694637	2.873320601815399
YBL068W	0.00131315556908325	4	0.06316536260000001	0.0010527560433333334	0.004211024173333334	10.973532835540869	0.199	326	-2.8816838201464825	0.6020599913279624	-2.9776722568383214	2.513217600067939
YBL069W	0.00154886271775532	3	0.07799783525	0.0012999639208333333	0.0038998917624999997	8.886748950637644	0.169	429	-2.809987073889262	0.47712125471966244	-2.8860687009242643	2.632457292184724
YBL071W-A	0.00193718603024202	5	0.11097356039999999	0.00184955934	0.0092477967	6.2460569712418215	0.154	82	-2.71282867147078	0.6989700043360189	-2.7329317305172047	1.9138138523837167
YBL074C	8.1527172958557e-4	3	0.06296039116666667	0.001049339852777778	0.0031480195583333337	11.00925784792329	0.143	355	-3.088697617037991	0.47712125471966244	-2.9790838327957054	2.550228353055094
YBL076C	0.00116813118838331	48	0.026830047500000006	4.471674583333334e-4	0.021464038000000005	25.83473549795039	0.342	1072	-2.932508380518523	1.6812412373755872	-3.349529808834715	3.030194785356751
YBL078C	0.0024936405557802	4	0.1045455766	0.0017424262766666666	0.0069697051066666665	6.630095725732937	0.15	117	-2.603166147445877	0.6020599913279624	-2.7588455881591867	2.0681858617461617
YBL079W	4.4409875864264e-4	5	0.04290144114285715	7.150240190476191e-4	0.003575120095238096	16.15673418176887	0.151	1502	-3.352520440776797	0.6989700043360189	-3.1456793691574716	3.17666993266815
YBL080C	6.2888060726243e-4	1	0.066350887	0.0011058481166666665	0.0011058481166666665	10.446690495033552	0.132	541	-3.2014317973668107	0	-2.956304517356052	2.7331972651065692
YBL082C	6.0682204460392e-4	6	0.055558182625	9.259697104166667e-4	0.0055558182625	12.476059291544281	0.107	458	-3.2169386505683377	0.7781512503836436	-3.0334032193807543	2.660865478003869
YBL085W	6.4995511429054e-4	2	0.0610217955	0.001017029925	0.00203405985	11.359009922281707	0.132	980	-3.187116634571038	0.3010299956639812	-2.9926662682462144	2.991226075692495
YBL086C	0.00115360307568074	4	0.05501287428571429	9.168812380952381e-4	0.0036675249523809524	12.59972669233793	0.115	466	-2.9379435947281545	0.6020599913279624	-3.037686914035684	2.66838591669
YBL088C	9.19283749537625e-5	3	0.055984256125	9.330709354166667e-4	0.00279921280625	12.381109057023222	0.123	2787	-4.036550416972943	0.47712125471966244	-3.030085338366066	3.445136968713304
YBL089W	8.3211740985426e-4	3	0.05969258142857143	9.948763571428572e-4	0.0029846290714285713	11.611948486251515	0.098	459	-3.079815391432426	0.47712125471966244	-3.0022308898544683	2.661812685537261
YBL090W	0.0015314008837187	12	0.06537238857142857	0.0010895398095238096	0.013074477714285715	10.603057280102043	0.136	177	-2.814911106625622	1.0791812460476249	-2.962756896908629	2.2479732663618064
YBL091C	0.0016127581838295	15	0.029380126125000003	4.8966876875e-4	0.007345031531250001	23.592382742364595	0.211	421	-2.792430745631107	1.1760912590556813	-3.3100975945565687	2.6242820958356683
YBL091C-A	0.00141397872393779	2	0.0549417378	9.1569563e-4	0.00183139126	12.61604034228319	0.117	175	-2.8495571252957896	0.3010299956639812	-3.0382488584040384	2.2430380486862944
YBL092W	0.0046292952586942	367	0.04657823875	7.763039791666667e-4	0.2849035603541667	14.881352304458813	0.818	130	-2.334485118821364	2.5646660642520893	-3.1099681877310865	2.113943352306837
YBL093C	0.001218844883961	3	0.08226423287499998	0.0013710705479166663	0.004113211643749999	8.425863298490588	0.104	220	-2.9140515612612514	0.47712125471966244	-2.862940198177186	2.342422680822206
YBL095W	2.4681443632246e-4	3	0.05020002816666667	8.366671361111111e-4	0.0025100014083333333	13.807705012807187	0.121	270	-3.607629441754586	0.47712125471966244	-3.077447289560846	2.4313637641589874
